"Story","Title","Result","Date","Stability","Duration (s)"
"Reproducir una cancion en Spotify.","Inicio sesión exitoso.","SUCCESS","2023-11-16T11:54:41.3367204-05:00[America/Bogota]","0.0","23.51"
