"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda y reproduccion de una cancion en Spotify.","Busqueda y seleccion de cancion.","PENDING","2023-11-24T15:21:14.9892975-05:00[America/Bogota]","0.0","16.68"
