"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda y reproduccion de una cancion en Spotify.","Busqueda y seleccion de cancion.","SUCCESS","2023-11-24T16:09:26.5059664-05:00[America/Bogota]","0.0","30.84"
