"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda y reproduccion de una cancion en Spotify.","Busqueda y seleccion de cancion.","ERROR","2023-11-24T15:28:41.2177531-05:00[America/Bogota]","0.0","24.3"
